County,Precinct,CD,Clinton,Trump,Total
Olmsted,Rochester W4 P9,1,68,119,197
Olmsted,Rochester W5 P1,1,710,483,1309
Olmsted,Rochester W5 P2,1,501,399,1003
Olmsted,Rochester W5 P3,1,824,651,1650
Olmsted,Rochester W5 P4,1,735,535,1402
Olmsted,Rochester W5 P5,1,792,753,1723
Olmsted,Rochester W5 P6,1,377,285,738
Olmsted,Rochester W5 P7,1,927,792,1888
Olmsted,Rochester W5 P8,1,208,168,422
Olmsted,Rochester W6 P1,1,850,769,1780
Olmsted,Rochester W6 P2,1,864,654,1670
Olmsted,Rochester W6 P3,1,558,405,1071
Olmsted,Rochester W6 P4,1,746,503,1395
Olmsted,Rochester W6 P5,1,305,192,574
Olmsted,Rochester W6 P6,1,323,255,665
Olmsted,Rochester W6 P7,1,733,525,1363
Olmsted,Rochester W6 P8,1,334,315,719
Olmsted,Rochester Twp P-1,1,572,480,1136
Olmsted,Rochester Twp P-2,1,0,0,0
Olmsted,Rochester Twp P-3,1,3,2,5
Olmsted,Rochester Twp P-4,1,10,17,31
Olmsted,Rock Dell Twp.,1,106,280,405
Olmsted,Salem Twp.,1,205,442,693
Olmsted,Stewartville,1,1031,1828,3133
Olmsted,Viola Twp.,1,93,220,334
Otter Tail,Aastad Twp,7,29,81,116
Otter Tail,Amor Twp,7,99,164,282
Otter Tail,Aurdal Twp,7,260,616,932
Otter Tail,Battle Lake,7,177,270,470
Otter Tail,Blowers Twp,7,33,102,142
Otter Tail,Bluffton,7,14,90,110
Otter Tail,Bluffton Twp,7,39,190,240
Otter Tail,Buse Twp,7,54,233,307
Otter Tail,Butler Twp,7,23,140,167
Otter Tail,Candor Twp,7,96,257,370
Otter Tail,Carlisle Twp,7,14,74,97
Otter Tail,Clitherall,7,10,20,34
Otter Tail,Clitherall Twp,7,109,210,338
Otter Tail,Compton Twp,7,80,273,374
Otter Tail,Corliss Twp,7,60,245,325
Otter Tail,Dalton,7,35,81,126
Otter Tail,Dane Prairie Twp,7,155,401,580
Otter Tail,Dead Lake Twp,7,78,209,303
Otter Tail,Deer Creek,7,30,108,144
Otter Tail,Deer Creek Twp,7,42,131,191
Otter Tail,Dent,7,24,56,88
Otter Tail,Dora Twp,7,169,284,485
Otter Tail,Dunn Twp,7,195,360,570
Otter Tail,Eagle Lake Twp,7,93,137,253
Otter Tail,Eastern Twp,7,44,86,141
Otter Tail,Edna Twp,7,151,406,582
Otter Tail,Effington Twp,7,23,99,130
Otter Tail,Elizabeth,7,20,60,84
Otter Tail,Elizabeth Twp,7,160,315,506
Otter Tail,Elmo Twp,7,37,115,159
Otter Tail,Erhard,7,15,37,56
Otter Tail,Erhards Grove Twp,7,64,162,242
Otter Tail,Everts Twp,7,213,312,543
Otter Tail,Fergus Falls W-1 P-1,7,262,431,749
Otter Tail,Fergus Falls W-1 P-2,7,209,456,714
Otter Tail,Fergus Falls W-2 P-1,7,270,552,886
Otter Tail,Fergus Falls W-2 P-2,7,310,583,950
Otter Tail,Fergus Falls W-3 P-1,7,287,480,830
Otter Tail,Fergus Falls W-3 P-2,7,323,487,867
Otter Tail,Fergus Falls W-4 P-1,7,288,528,887
Otter Tail,Fergus Falls W-4 P-2,7,261,541,869
Otter Tail,Fergus Falls Twp,7,141,390,572
Otter Tail,Folden Twp,7,39,118,165
Otter Tail,Friberg Twp,7,146,276,441
Otter Tail,Girard Twp,7,165,322,520
Otter Tail,Gorman Twp,7,60,215,282
Otter Tail,Henning,7,95,252,390
Otter Tail,Henning Twp,7,58,131,213
Otter Tail,Hobart Twp,7,172,329,519
Otter Tail,Homestead Twp,7,43,143,195
Otter Tail,Inman Twp,7,35,110,154
Otter Tail,Leaf Lake Twp,7,80,245,353
Otter Tail,Leaf Mountain Twp,7,55,106,173
Otter Tail,Lida Twp,7,206,271,510
Otter Tail,Maine Twp,7,98,315,437
Otter Tail,Maplewood Twp,7,52,102,164
Otter Tail,Newton Twp,7,100,335,471
Otter Tail,New York Mills,7,134,389,570
Otter Tail,Nidaros Twp,7,80,134,229
Otter Tail,Norwegian Grove Twp,7,68,111,194
Otter Tail,Oak Valley Twp,7,34,136,187
Otter Tail,Orwell Twp,7,32,71,110
Otter Tail,Oscar Twp,7,27,68,108
Otter Tail,Ottertail,7,80,262,361
Otter Tail,Otter Tail Twp,7,111,259,397
Otter Tail,Otto Twp,7,64,272,363
Otter Tail,Paddock Twp,7,24,154,188
Otter Tail,Parkers Prairie,7,143,334,502
Otter Tail,Parkers Prairie Twp,7,45,157,217
Otter Tail,Pelican Twp,7,121,224,368
Otter Tail,Pelican Rapids,7,395,366,812
Otter Tail,Perham,7,381,1016,1508
Otter Tail,Perham Twp,7,113,415,553
Otter Tail,Pine Lake Twp,7,99,299,423
Otter Tail,Richville,7,10,28,41
Otter Tail,Rothsay,7,38,54,99
Otter Tail,Rush Lake Twp,7,151,439,625
Otter Tail,St Olaf Twp,7,64,151,227
Otter Tail,Scambler Twp,7,106,185,306
Otter Tail,Star Lake Twp,7,85,181,275
Otter Tail,Sverdrup Twp,7,125,247,389
Otter Tail,Tordenskjold Twp,7,103,201,322
Otter Tail,Trondhjem Twp,7,29,73,113
Otter Tail,Tumuli Twp,7,80,180,273
Otter Tail,Underwood,7,74,111,196
Otter Tail,Urbank,7,2,16,20
Otter Tail,Vergas,7,57,135,203
Otter Tail,Vining,7,18,18,40
Otter Tail,Wadena P-4,7,12,53,68
Otter Tail,Western Twp,7,10,57,67
Otter Tail,Woodside Twp,7,25,101,133
Pennington,Black River Twp,7,11,23,35
Pennington,Bray Twp,7,9,23,34
Pennington,Cloverleaf Twp,7,9,43,54
Pennington,Deer Park Twp,7,26,42,76
Pennington,Goodridge,7,17,30,51
Pennington,Goodridge Twp,7,7,30,38
Pennington,Hickory Twp,7,20,28,49
Pennington,Highlanding Twp,7,49,41,94
Pennington,Kratka Twp,7,20,52,78
Pennington,Mayfield Twp,7,10,20,33
Pennington,Norden Twp,7,43,169,229
Pennington,North Twp,7,115,215,365
Pennington,Numedal Twp,7,5,38,45
Pennington,Polk Centre Twp,7,11,19,30
Pennington,Reiner Twp,7,27,24,54
Pennington,River Falls Twp,7,18,80,108
Pennington,Rocksbury Twp East,7,102,183,310
Pennington,Rocksbury Twp West,7,79,197,295
Pennington,St Hilaire,7,39,75,126
Pennington,Sanders Twp,7,32,120,165
Pennington,Silverton Twp,7,26,71,105
Pennington,Smiley Twp,7,82,219,325
Pennington,Star Twp,7,23,40,65
Pennington,Thief River Falls (1A),7,110,158,290
Pennington,Thief River Falls (1B),7,122,247,404
Pennington,Thief River Falls (2),7,231,399,711
Pennington,Thief River Falls (3A),7,161,214,402
Pennington,Thief River Falls (3B),7,135,219,387
Pennington,Thief River Falls (4),7,236,408,699
Pennington,Thief River Falls (5),7,356,549,974
Pennington,Wyandotte Twp,7,16,24,41
Pine,Arlone Twp.,8,58,130,198
Pine,Arna Twp.,8,13,44,61
Pine,Askov,8,74,80,159
Pine,Barry Twp.,8,80,168,259
Pine,Birch Creek Twp.,8,52,61,121
Pine,Bremen Twp.,8,53,77,135
Pine,Brook Park,8,18,19,40
Pine,Brook Park Twp.,8,61,142,213
Pine,Bruno,8,17,21,42
Pine,Bruno Twp.,8,32,39,79
Pine,Chengwatana Twp.,8,162,321,514
Pine,Clover Twp.,8,53,131,201
Pine,Crosby Twp.,8,20,28,49
Pine,Danforth Twp.,8,5,40,47
Pine,Dell Grove Twp.,8,110,258,395
Pine,Denham,8,2,10,15
Pine,Finlayson,8,31,98,144
Pine,Finlayson Twp.,8,54,147,218
Pine,Fleming Twp.,8,21,33,58
Pine,Henriette,8,15,13,30
Pine,Hinckley,8,233,327,631
Pine,Hinckley Twp.,8,113,273,403
Pine,Kerrick,8,6,9,22
Pine,Kerrick Twp.,8,56,75,152
Pine,Kettle River Twp.,8,108,160,288
Pine,Mission Creek Twp.,8,73,196,288
Pine,Munch Twp.,8,41,104,152
Pine,New Dosey Twp.,8,10,20,31
Pine,Nickerson Twp.,8,26,48,81
Pine,Norman Twp.,8,68,84,160
Pine,Ogema Twp.,8,68,53,131
Pine,Park Twp.,8,8,10,19
Pine,Partridge Twp.,8,89,237,347
Pine,Pine City,8,509,756,1379
Pine,Pine City Twp.,8,227,473,761
Pine,Pine Lake Twp.,8,86,216,319
Pine,Pokegama Twp.,8,527,919,1548
Pine,Rock Creek,8,236,557,854
Pine,Royalton Twp.,8,152,448,631
Pine,Rutledge,8,31,54,89
Pine,Sandstone,8,224,281,549
Pine,Sandstone Twp.,8,92,276,387
Pine,Sturgeon Lake P-1,8,63,103,190
Pine,Sturgeon Lake P-2,8,3,0,3
Pine,Sturgeon Lake Twp.,8,63,98,173
Pine,Willow River,8,83,81,175
Pine,Wilma Twp.,8,15,38,55
Pine,Windemere Twp.,8,439,435,933
Pipestone,Aetna Twp.,7,24,89,119
Pipestone,Altona Twp.,7,15,53,74
Pipestone,Burke Twp.,7,8,119,136
Pipestone,Eden Twp.,7,30,112,151
Pipestone,Edgerton,7,102,574,706
Pipestone,Elmer Twp.,7,9,110,125
Pipestone,Fountain Prairie Twp.,7,12,86,101
Pipestone,Grange Twp.,7,12,103,121
Pipestone,Gray Twp.,7,29,92,129
Pipestone,Hatfield,7,5,11,17
Pipestone,Holland,7,24,67,101
Pipestone,Ihlen,7,12,18,33
Pipestone,Jasper,7,95,141,249
Pipestone,Osborne Twp.,7,13,166,187
Pipestone,Pipestone Precinct 1,7,279,509,850
Pipestone,Pipestone Precinct 2,7,320,654,1074
Pipestone,Rock Twp.,7,14,58,74
Pipestone,Ruthton,7,30,57,96
Pipestone,Sweet Twp.,7,43,134,185
Pipestone,Trosky,7,11,34,46
Pipestone,Troy Twp.,7,30,118,159
Pipestone,Woodstock,7,10,33,46
Polk,Andover Twp.,7,23,51,81
Polk,Angus Twp.,7,11,35,48
Polk,Badger Twp.,7,11,42,55
Polk,Belgium Twp.,7,11,23,38
Polk,Beltrami,7,16,20,39
Polk,Brandsvold Twp,7,32,106,143
Polk,Brandt Twp.,7,6,19,30
Polk,Brislet Twp.,7,8,15,24
Polk,Bygland Twp.,7,31,118,153
Polk,Chester Twp.,7,15,23,41
Polk,Climax,7,37,42,87
Polk,Columbia Twp.,7,42,196,245
Polk,Crookston W-1,7,206,265,508
Polk,Crookston W-2,7,253,330,643
Polk,Crookston W-3,7,229,229,497
Polk,Crookston W-4,7,188,222,455
Polk,Crookston W-5,7,206,258,516
Polk,Crookston W-6,7,183,325,567
Polk,Crookston Twp.,7,64,176,260
Polk,East Grand Forks W-1,7,308,640,1004
Polk,East Grand Forks W-2,7,280,549,873
Polk,East Grand Forks W-3,7,190,236,452
Polk,East Grand Forks W-4,7,289,390,748
Polk,East Grand Forks W-5,7,305,477,828
Polk,Eden Twp.,7,39,45,91
Polk,Erskine,7,68,111,194
Polk,Esther Twp.,7,12,76,92
Polk,Euclid Twp.,7,22,45,70
Polk,Fairfax Twp.,7,24,50,81
Polk,Fanny Twp.,7,24,30,57
Polk,Farley Twp.,7,1,23,25
Polk,Fertile,7,160,255,438
Polk,Fisher,7,47,104,168
Polk,Fisher Twp.,7,12,98,117
Polk,Fosston City,7,230,413,688
Polk,Garden Twp.,7,40,64,114
Polk,Garfield Twp.,7,76,173,265
Polk,Gentilly Twp.,7,35,85,132
Polk,Godfrey Twp.,7,63,102,183
Polk,Grand Forks Twp.,7,37,49,88
Polk,Grove Park-Tilden Twp,7,43,89,139
Polk,Gully,7,11,10,23
Polk,Gully Twp.,7,15,28,44
Polk,Hammond Twp.,7,5,23,30
Polk,Helgeland Twp.,7,7,17,26
Polk,Higdem Twp.,7,12,39,55
Polk,Hill River Twp.,7,16,73,95
Polk,Hubbard Twp.,7,11,29,43
Polk,Huntsville Twp.,7,49,205,265
Polk,Johnson Twp.,7,6,8,20
Polk,Kertsonville Twp.,7,14,38,56
Polk,Keystone Twp.,7,14,32,46
Polk,King Twp.,7,20,77,101
Polk,Knute Twp.,7,91,205,314
Polk,Lengby,7,11,27,45
Polk,Lessor Twp.,7,11,83,99
Polk,Liberty Twp.,7,10,48,61
Polk,Lowell Twp.,7,15,75,93
Polk,McIntosh,7,85,191,289
Polk,Mentor,7,25,40,76
Polk,Nesbit Twp.,7,12,42,58
Polk,Nielsville,7,9,24,36
Polk,Northland Twp.,7,14,65,82
Polk,Onstad Twp.,7,8,22,38
Polk,Parnell Twp.,7,6,23,31
Polk,Queen Twp.,7,36,89,127
Polk,Reis Twp.,7,8,17,30
Polk,Rhinehart Twp.,7,12,55,70
Polk,Roome Twp.,7,24,64,94
Polk,Rosebud Twp.,7,45,119,184
Polk,Russia Twp.,7,2,10,12
Polk,Sandsville Twp.,7,7,26,33
Polk,Scandia Twp.,7,4,39,48
Polk,Sletten Twp.,7,15,66,82
Polk,Sullivan Twp.,7,17,64,86
Polk,Tabor Twp.,7,23,40,68
Polk,Trail,7,8,13,22
Polk,Tynsid Twp.,7,10,16,29
Polk,Vineland Twp.,7,22,30,54
Polk,Winger,7,19,56,76
Polk,Winger Twp.,7,13,62,78
Polk,Woodside Twp.,7,93,190,302
Pope,Bangor Twp.,7,18,62,90
Pope,Barsness Twp.,7,31,57,92
Pope,Ben Wade Twp.,7,42,94,152
Pope,Blue Mounds Twp.,7,26,78,115
Pope,Brooten,7,0,0,0
Pope,Chippewa Falls Twp.,7,60,92,155
Pope,Cyrus,7,31,99,138
Pope,Farwell,7,12,10,24
Pope,Gilchrist Twp.,7,35,100,143
Pope,Glenwood P-1,7,501,566,1159
Pope,Glenwood P-2,7,75,105,192
Pope,Glenwood Twp.,7,210,415,663
Pope,Grove Lake Twp.,7,29,115,158
Pope,Hoff Twp.,7,26,46,74
Pope,Lake Johanna Twp.,7,24,45,75
Pope,Langhei Twp.,7,44,55,107
Pope,Leven Twp.,7,107,210,334
Pope,Long Beach,7,81,155,246
Pope,Lowry,7,42,112,172
Pope,Minnewaska Twp.,7,131,174,324
Pope,New Prairie Twp.,7,27,85,113
Pope,Nora Twp.,7,29,76,114
Pope,Reno Twp.,7,65,172,248
Pope,Rolling Forks Twp.,7,17,54,76
Pope,Sedan,7,1,14,18
Pope,Starbuck,7,270,360,662
Pope,Villard,7,27,88,121
Pope,Walden Twp.,7,18,67,90
Pope,Westport,7,1,18,20
Pope,Westport Twp.,7,29,97,134
Pope,White Bear Lake Twp.,7,97,172,285
Ramsey (pt.),Arden Hills P-1,4,1264,778,2257
Ramsey (pt.),Arden Hills P-2,4,644,637,1486
Ramsey (pt.),Arden Hills P-3,4,1008,675,1830
Ramsey (pt.),Blaine W-1 P-9,4,0,0,0
Ramsey (pt.),Falcon Heights P-1,4,1041,223,1383
Ramsey (pt.),Falcon Heights P-2,4,1140,301,1551
Ramsey (pt.),Gem Lake P-1,4,134,124,278
Ramsey (pt.),Lauderdale P-1,4,919,245,1267
Ramsey (pt.),Little Canada P-1,4,1148,570,1886
Ramsey (pt.),Little Canada P-2,4,1073,744,1973
Ramsey (pt.),Little Canada P-3,4,811,499,1420
Ramsey (pt.),Maplewood P-01,4,578,262,908
Ramsey (pt.),Maplewood P-02,4,786,436,1301
Ramsey (pt.),Maplewood P-03,4,678,363,1125
Ramsey (pt.),Maplewood P-04,4,542,264,862
Ramsey (pt.),Maplewood P-05,4,645,417,1151
Ramsey (pt.),Maplewood P-06,4,863,575,1539
Ramsey (pt.),Maplewood P-07,4,965,688,1783
Ramsey (pt.),Maplewood P-08,4,971,681,1786
Ramsey (pt.),Maplewood P-09,4,390,224,668
Ramsey (pt.),Maplewood P-10,4,881,501,1496
Ramsey (pt.),Maplewood P-11,4,671,449,1220
Ramsey (pt.),Maplewood P-12,4,553,368,1017
Ramsey (pt.),Maplewood P-13,4,839,660,1621
Ramsey (pt.),Maplewood P-14,4,1163,595,1890
Ramsey (pt.),Maplewood P-15,4,1226,887,2287
Ramsey (pt.),Mounds View P-1,4,1014,710,1900
Ramsey (pt.),Mounds View P-2,4,673,494,1283
Ramsey (pt.),Mounds View P-3,4,1084,810,2089
Ramsey (pt.),Mounds View P-4,4,619,412,1127
Ramsey (pt.),New Brighton P-1,4,885,469,1502
Ramsey (pt.),New Brighton P-2,4,643,313,1045
Ramsey (pt.),New Brighton P-3,4,913,604,1691
Ramsey (pt.),New Brighton P-4,4,1171,611,1958
Ramsey (pt.),New Brighton P-5,4,885,421,1436
Ramsey (pt.),New Brighton P-6,4,921,522,1583
Ramsey (pt.),New Brighton P-7,4,1039,672,1867
Ramsey (pt.),New Brighton P-8,4,929,669,1771
Ramsey (pt.),North Oaks P-1,4,830,706,1657
Ramsey (pt.),North Oaks P-2,4,788,764,1671
Ramsey (pt.),North St. Paul P-1,4,856,671,1683
Ramsey (pt.),North St. Paul P-2,4,742,510,1357
Ramsey (pt.),North St. Paul P-3,4,843,643,1627
Ramsey (pt.),North St. Paul P-4,4,831,563,1552
Ramsey (pt.),Roseville P-01,4,1119,689,2017
Ramsey (pt.),Roseville P-02,4,541,294,918
Ramsey (pt.),Roseville P-03,4,1564,683,2455
Ramsey (pt.),Roseville P-04,4,1771,1009,3030
Ramsey (pt.),Roseville P-05,4,1598,551,2323
Ramsey (pt.),Roseville P-06,4,1111,550,1820
Ramsey (pt.),Roseville P-07,4,1185,608,1981
Ramsey (pt.),Roseville P-08,4,1254,555,1974
Ramsey (pt.),Roseville P-09,4,1479,627,2289
Ramsey (pt.),Roseville P-10,4,1250,472,1893
Ramsey (pt.),St Anthony P-1,5,1227,508,1913
Ramsey (pt.),St. Paul W-1 P-01,4,880,114,1048
Ramsey (pt.),St. Paul W-1 P-02,4,1508,282,1951
Ramsey (pt.),St. Paul W-1 P-03,4,1171,188,1473
Ramsey (pt.),St. Paul W-1 P-04,4,798,129,1003
Ramsey (pt.),St. Paul W-1 P-05,4,915,66,1055
Ramsey (pt.),St. Paul W-1 P-06,4,1934,202,2286
Ramsey (pt.),St. Paul W-1 P-07,4,1112,154,1373
Ramsey (pt.),St. Paul W-1 P-08,4,1663,172,1971
Ramsey (pt.),St. Paul W-1 P-09,4,1327,224,1630
Ramsey (pt.),St. Paul W-1 P-10,4,281,59,359
Ramsey (pt.),St. Paul W-1 P-11,4,741,64,832
Ramsey (pt.),St. Paul W-1 P-12,4,247,35,311
Ramsey (pt.),St. Paul W-1 P-13,4,889,121,1082
Ramsey (pt.),St. Paul W-1 P-14,4,606,64,686
Ramsey (pt.),St. Paul W-1 P-15,4,286,85,409
Ramsey (pt.),St. Paul W-1 P-16,4,145,29,188
Ramsey (pt.),St. Paul W-1 P-17,4,135,32,179
Ramsey (pt.),St. Paul W-2 P-01,4,1201,182,1473
Ramsey (pt.),St. Paul W-2 P-02,4,1220,233,1555
Ramsey (pt.),St. Paul W-2 P-03,4,1457,496,2120
Ramsey (pt.),St. Paul W-2 P-04,4,1123,185,1413
Ramsey (pt.),St. Paul W-2 P-05,4,1484,382,2051
Ramsey (pt.),St. Paul W-2 P-06,4,388,103,545
Ramsey (pt.),St. Paul W-2 P-07,4,1322,347,1816
Ramsey (pt.),St. Paul W-2 P-08,4,673,168,929
Ramsey (pt.),St. Paul W-2 P-09,4,1374,296,1797
Ramsey (pt.),St. Paul W-2 P-10,4,24,12,38
Ramsey (pt.),St. Paul W-2 P-11,4,1791,352,2351
Ramsey (pt.),St. Paul W-2 P-12,4,1122,276,1525
Ramsey (pt.),St. Paul W-2 P-13,4,926,187,1233
Ramsey (pt.),St. Paul W-2 P-14,4,994,254,1389
Ramsey (pt.),St. Paul W-2 P-15,4,1690,354,2199
Ramsey (pt.),St. Paul W-3 P-01,4,1466,324,1927
Ramsey (pt.),St. Paul W-3 P-02,4,1710,418,2303
Ramsey (pt.),St. Paul W-3 P-03,4,1856,413,2438
Ramsey (pt.),St. Paul W-3 P-04,4,989,202,1261
Ramsey (pt.),St. Paul W-3 P-05,4,1190,358,1669
Ramsey (pt.),St. Paul W-3 P-06,4,1403,433,1981
Ramsey (pt.),St. Paul W-3 P-07,4,1063,84,1200
Ramsey (pt.),St. Paul W-3 P-08,4,1122,192,1442
Ramsey (pt.),St. Paul W-3 P-09,4,1734,380,2266
Ramsey (pt.),St. Paul W-3 P-10,4,1114,282,1487
Ramsey (pt.),St. Paul W-3 P-11,4,1094,295,1473
Ramsey (pt.),St. Paul W-3 P-12,4,1452,161,1720
Ramsey (pt.),St. Paul W-3 P-13,4,1298,267,1687
Ramsey (pt.),St. Paul W-3 P-14,4,2420,618,3293
Ramsey (pt.),St. Paul W-4 P-01,4,1241,144,1484
Ramsey (pt.),St. Paul W-4 P-02,4,1050,83,1208
Ramsey (pt.),St. Paul W-4 P-03,4,1529,192,1860
Ramsey (pt.),St. Paul W-4 P-04,4,1284,270,1723
Ramsey (pt.),St. Paul W-4 P-05,4,933,247,1295
Ramsey (pt.),St. Paul W-4 P-06,4,1037,560,1776
Ramsey (pt.),St. Paul W-4 P-07,4,1255,421,1815
Ramsey (pt.),St. Paul W-4 P-08,4,1528,242,1933
Ramsey (pt.),St. Paul W-4 P-09,4,1112,182,1407
Ramsey (pt.),St. Paul W-4 P-10,4,1457,212,1841
Ramsey (pt.),St. Paul W-4 P-11,4,1578,344,2060
Ramsey (pt.),St. Paul W-4 P-12,4,1198,183,1528
Ramsey (pt.),St. Paul W-4 P-13,4,1149,221,1508
Ramsey (pt.),St. Paul W-4 P-14,4,1020,123,1239
Ramsey (pt.),St. Paul W-4 P-15,4,1076,197,1385
Ramsey (pt.),St. Paul W-5 P-01,4,1320,389,1867
Ramsey (pt.),St. Paul W-5 P-02,4,1688,424,2274
Ramsey (pt.),St. Paul W-5 P-03,4,1368,270,1785
Ramsey (pt.),St. Paul W-5 P-04,4,2077,470,2758
Ramsey (pt.),St. Paul W-5 P-05,4,1135,184,1369
Ramsey (pt.),St. Paul W-5 P-06,4,1047,282,1448
Ramsey (pt.),St. Paul W-5 P-07,4,617,184,867
Ramsey (pt.),St. Paul W-5 P-08,4,1426,266,1798
Ramsey (pt.),St. Paul W-5 P-09,4,1016,220,1327
Ramsey (pt.),St. Paul W-5 P-10,4,343,47,434
Ramsey (pt.),St. Paul W-6 P-01,4,798,236,1150
Ramsey (pt.),St. Paul W-6 P-02,4,803,235,1138
Ramsey (pt.),St. Paul W-6 P-03,4,881,293,1250
Ramsey (pt.),St. Paul W-6 P-04,4,1103,299,1514
Ramsey (pt.),St. Paul W-6 P-05,4,1162,335,1634
Ramsey (pt.),St. Paul W-6 P-06,4,1386,351,1874
Ramsey (pt.),St. Paul W-6 P-07,4,385,68,480
Ramsey (pt.),St. Paul W-6 P-08,4,977,168,1204
Ramsey (pt.),St. Paul W-6 P-09,4,1324,377,1834
Ramsey (pt.),St. Paul W-6 P-10,4,574,236,865
Ramsey (pt.),St. Paul W-6 P-11,4,870,420,1399
Ramsey (pt.),St. Paul W-6 P-12,4,591,246,916
Ramsey (pt.),St. Paul W-7 P-01,4,1170,238,1526
Ramsey (pt.),St. Paul W-7 P-02,4,727,207,1020
Ramsey (pt.),St. Paul W-7 P-03,4,878,211,1167
Ramsey (pt.),St. Paul W-7 P-04,4,539,150,738
Ramsey (pt.),St. Paul W-7 P-05,4,786,254,1123
Ramsey (pt.),St. Paul W-7 P-06,4,752,249,1107
Ramsey (pt.),St. Paul W-7 P-07,4,698,198,958
Ramsey (pt.),St. Paul W-7 P-08,4,999,320,1430
Ramsey (pt.),St. Paul W-7 P-09,4,768,362,1223
Ramsey (pt.),St. Paul W-7 P-10,4,745,374,1219
Ramsey (pt.),St. Paul W-7 P-11,4,736,185,1000
Ramsey (pt.),St. Paul W-7 P-12,4,1635,489,2267
Ramsey (pt.),St. Paul W-7 P-13,4,1117,398,1604
Ramsey (pt.),Shoreview P-1,4,786,351,1237
Ramsey (pt.),Shoreview P-2,4,1721,1060,3098
Ramsey (pt.),Shoreview P-3,4,1751,1131,3152
Ramsey (pt.),Shoreview P-4,4,1254,917,2397
Ramsey (pt.),Shoreview P-5,4,1907,1428,3598
Ramsey (pt.),Shoreview P-6,4,1240,1090,2553
Ramsey (pt.),Spring Lake Park P-1R,4,43,40,90
Ramsey (pt.),Vadnais Heights P-1,4,720,661,1524
Ramsey (pt.),Vadnais Heights P-2,4,1161,912,2275
Ramsey (pt.),Vadnais Heights P-3,4,889,811,1844
Ramsey (pt.),Vadnais Heights P-4,4,1032,707,1882
Ramsey (pt.),White Bear Twp P-1,4,1464,1376,3053
Ramsey (pt.),White Bear Twp P-2,4,1009,1048,2255
Ramsey (pt.),White Bear Twp P-3,4,337,360,766
Ramsey (pt.),White Bear Twp P-4,4,576,518,1190
Ramsey (pt.),White Bear Lake W-1 P-1,4,1202,1070,2490
Ramsey (pt.),White Bear Lake W-2 P-1,4,1570,1315,3155
Ramsey (pt.),White Bear Lake W-3 P-1,4,1157,961,2322
Ramsey (pt.),White Bear Lake W-3 P-2,4,170,136,351
Ramsey (pt.),White Bear Lake W-4 P-1,4,1362,1016,2581
Ramsey (pt.),White Bear Lake W-5 P-1,4,1463,1180,2874
Red Lake,Brooks,7,7,45,57
Red Lake,Browns Creek Twp.,7,5,18,30
Red Lake,Emardville Twp.,7,21,58,89
Red Lake,Equality Twp.,7,17,40,65
Red Lake,Garnes Twp.,7,36,41,88
Red Lake,Gervais Twp.,7,35,88,126
Red Lake,Lake Pleasant Twp.,7,7,52,67
Red Lake,Lambert Twp.,7,18,34,58
Red Lake,Louisville Twp.,7,34,52,97
Red Lake,Oklee,7,58,77,149
Red Lake,Plummer,7,26,66,101
Red Lake,Poplar River Twp.,7,8,43,60
Red Lake,Red Lake Falls W-1,7,57,129,210
Red Lake,Red Lake Falls W-2,7,50,132,205
Red Lake,Red Lake Falls W-3,7,84,110,213
Red Lake,Red Lake Falls Twp P-N,7,24,36,65
Red Lake,Red Lake Falls Twp P-Se,7,7,16,24
Red Lake,Red Lake Falls Twp P-Sw,7,16,7,24
Red Lake,River Twp.,7,5,22,28
Red Lake,Terrebonne Twp.,7,17,49,77
Red Lake,Wylie Twp.,7,8,26,38
Redwood,Belview,7,46,107,176
Redwood,Brookville Twp.,7,14,99,119
Redwood,Charlestown Twp.,7,21,72,95
Redwood,Clements,7,7,59,69
Redwood,Delhi,7,14,28,44
Redwood,Delhi Twp.,7,34,133,181
Redwood,Gales Twp.,7,8,64,76
Redwood,Granite Rock Twp.,7,16,88,109
Redwood,Honner Twp.,7,6,30,37
Redwood,Johnsonville Twp.,7,7,52,61
Redwood,Kintire Twp.,7,20,76,102
Redwood,Lamberton,7,94,246,368
Redwood,Lamberton Twp.,7,16,95,116
Redwood,Lucan,7,14,71,91
Redwood,Milroy,7,31,74,117
Redwood,Morgan,7,92,291,415
Redwood,Morgan Twp.,7,17,117,143
Redwood,New Avon Twp.,7,11,101,118
Redwood,North Hero Twp.,7,27,52,81
Redwood,Paxton Twp.,7,126,156,294
Redwood,Redwood Falls W-1,7,227,435,728
Redwood,Redwood Falls W-2,7,259,468,789
Redwood,Redwood Falls W-3,7,257,508,822
Redwood,Redwood Falls Twp.,7,15,73,99
Redwood,Revere,7,14,23,40
Redwood,Sanborn,7,38,115,163
Redwood,Seaforth,7,11,16,29
Redwood,Sheridan Twp.,7,12,89,106
Redwood,Sherman Twp.,7,68,60,137
Redwood,Springdale Twp.,7,36,63,105
Redwood,Sundown Twp.,7,18,83,107
Redwood,Swedes Forest Twp.,7,25,43,71
Redwood,Three Lakes Twp.,7,9,76,94
Redwood,Underwood Twp.,7,10,90,103
Redwood,Vail Twp.,7,19,93,131
Redwood,Vesta,7,16,93,119
Redwood,Vesta Twp.,7,12,73,103
Redwood,Wabasso,7,50,276,350
Redwood,Walnut Grove,7,122,137,279
Redwood,Wanda,7,5,44,50
Redwood,Waterbury Twp.,7,13,90,108
Redwood,Westline Twp.,7,14,75,96
