County,Precinct,CD,Clinton,Trump,Total
Adams,CITY OF ADAMS Ward 1-4,3,325,377,732
Adams,"CITY OF WISCONSIN DELLS Wards 5,9",3,6,14,21
Adams,TOWN OF ADAMS Wards 1-3,3,207,377,614
Adams,TOWN OF BIG FLATS Ward 1-2,3,169,300,487
Adams,TOWN OF COLBURN Ward 1,3,42,85,130
Adams,TOWN OF DELL PRAIRIE Ward 1-3,3,301,474,816
Adams,TOWN OF EASTON Wards 1-2,3,169,336,518
Adams,TOWN OF JACKSON Ward 1-2,3,225,314,557
Adams,TOWN OF LEOLA Ward 1,3,18,116,137
Adams,TOWN OF LINCOLN Ward 1,3,76,98,180
Adams,TOWN OF MONROE Ward 1,3,102,129,235
Adams,TOWN OF NEW CHESTER Ward 1-3,3,138,247,400
Adams,TOWN OF NEW HAVEN Ward 1,3,145,176,337
Adams,TOWN OF PRESTON Ward 1-2,3,270,397,690
Adams,TOWN OF QUINCY Ward 1-3,3,269,357,648
Adams,TOWN OF RICHFIELD Ward 1,3,27,56,86
Adams,TOWN OF ROME Ward 1-5,3,715,"1,169","1,937"
Adams,TOWN OF SPRINGVILLE Ward 1-2,3,211,414,645
Adams,TOWN OF STRONGS PRAIRIE Wards 1-3,3,213,376,608
Adams,VILLAGE OF FRIENDSHIP Ward 1,3,117,154,285
Ashland,CITY OF ASHLAND Ward 1,7,213,238,469
Ashland,CITY OF ASHLAND Ward 10,7,191,136,341
Ashland,CITY OF ASHLAND Ward 11,7,199,151,372
Ashland,CITY OF ASHLAND Ward 2,7,159,90,265
Ashland,CITY OF ASHLAND Ward 3,7,201,107,318
Ashland,CITY OF ASHLAND Ward 4,7,258,164,445
Ashland,CITY OF ASHLAND Ward 5,7,271,100,386
Ashland,CITY OF ASHLAND Ward 6,7,193,94,303
Ashland,CITY OF ASHLAND Ward 7,7,303,115,466
Ashland,CITY OF ASHLAND Ward 8,7,185,105,313
Ashland,CITY OF ASHLAND Ward 9,7,175,88,284
Ashland,CITY OF MELLEN Ward 1,7,140,152,297
Ashland,TOWN OF AGENDA Ward 1,7,68,151,226
Ashland,TOWN OF ASHLAND Ward 1,7,144,147,308
Ashland,TOWN OF CHIPPEWA Ward 1,7,72,128,207
Ashland,TOWN OF GINGLES Ward 1,7,211,198,426
Ashland,TOWN OF GORDON Wards 1-2,7,49,94,148
Ashland,TOWN OF JACOBS Ward 1,7,120,204,331
Ashland,TOWN OF LA POINTE Ward 1,7,159,53,238
Ashland,TOWN OF MARENGO Wards 1-2,7,92,101,207
Ashland,TOWN OF MORSE Wards 1-3,7,150,138,292
Ashland,TOWN OF PEEKSVILLE Wards 1-2,7,33,52,93
Ashland,TOWN OF SANBORN Wards 1-2,7,398,72,490
Ashland,TOWN OF SHANAGOLDEN Ward 1,7,28,32,63
Ashland,TOWN OF WHITE RIVER Wards 1-2,7,128,309,461
Ashland,VILLAGE OF BUTTERNUT Wards 1-2,7,86,84,175
Barron,CITY OF BARRON Ward 1-7,7,511,759,"1,346"
Barron,CITY OF CHETEK Wards 1-4,7,381,582,"1,013"
Barron,CITY OF CUMBERLAND Ward 1-4,7,459,597,"1,108"
Barron,CITY OF RICE LAKE Wards 1-13,7,"1,554","2,116","3,885"
Barron,TOWN OF ALMENA Ward 1-2,7,148,306,480
Barron,TOWN OF ARLAND Ward 1,7,107,180,317
Barron,TOWN OF BARRON Ward 1-2,7,97,255,371
Barron,TOWN OF BEAR LAKE Ward 1,7,133,226,377
Barron,TOWN OF CEDAR LAKE Ward 1,7,210,471,697
Barron,TOWN OF CHETEK Wards 1-2,7,375,651,"1,055"
Barron,TOWN OF CLINTON Ward 1,7,112,220,355
Barron,TOWN OF CRYSTAL LAKE Ward 1,7,137,266,408
Barron,TOWN OF CUMBERLAND Ward 1,7,166,269,459
Barron,TOWN OF DALLAS Ward 1,7,78,191,287
Barron,TOWN OF DOVRE Ward 1,7,138,231,384
Barron,TOWN OF DOYLE Ward 1-2,7,67,210,288
Barron,TOWN OF LAKELAND Ward 1-2,7,201,341,562
Barron,TOWN OF MAPLE GROVE Ward 1-2,7,110,342,482
Barron,TOWN OF MAPLE PLAIN Ward 1,7,207,257,478
Barron,TOWN OF OAK GROVE Ward 1-2,7,177,298,488
Barron,TOWN OF PRAIRIE FARM Wards 1-2,7,92,169,277
Barron,TOWN OF PRAIRIE LAKE Ward 1-2,7,261,555,851
Barron,TOWN OF RICE LAKE Wards 1-4,7,580,947,"1,575"
Barron,TOWN OF SIOUX CREEK Ward 1,7,94,184,292
Barron,TOWN OF STANFOLD Ward 1,7,122,243,380
Barron,TOWN OF STANLEY Ward 1-4,7,407,834,"1,302"
Barron,TOWN OF SUMNER Ward 1,7,128,249,389
Barron,TOWN OF TURTLE LAKE Ward 1,7,89,195,296
Barron,TOWN OF VANCE CREEK Ward 1,7,113,210,343
Barron,VILLAGE OF ALMENA Ward 1,7,74,209,303
Barron,VILLAGE OF CAMERON Wards 1-3,7,245,504,783
Barron,VILLAGE OF DALLAS Ward 1,7,60,113,180
Barron,VILLAGE OF HAUGEN Ward 1,7,65,85,156
Barron,VILLAGE OF NEW AUBURN Ward 2,7,2,5,10
Barron,VILLAGE OF NEW AUBURN Ward 3,7,0,2,2
Barron,VILLAGE OF PRAIRIE FARM Ward 1,7,60,122,192
Barron,VILLAGE OF TURTLE LAKE Ward 1,7,129,220,374
Bayfield,CITY OF ASHLAND Ward 12,7,0,0,0
Bayfield,CITY OF BAYFIELD Ward 1-4,7,253,73,346
Bayfield,CITY OF WASHBURN Ward 1-4,7,792,328,"1,196"
Bayfield,TOWN OF BARKSDALE Ward 1,7,233,220,472
Bayfield,TOWN OF BARNES Ward 1,7,254,293,565
Bayfield,TOWN OF BAYFIELD Ward 1,7,327,146,494
Bayfield,TOWN OF BAYVIEW Ward 1,7,181,141,330
Bayfield,TOWN OF BELL Ward 1,7,136,83,232
Bayfield,TOWN OF CABLE Ward 1,7,193,299,512
Bayfield,TOWN OF CLOVER Ward 1,7,86,76,173
Bayfield,TOWN OF DELTA Ward 1,7,84,113,205
Bayfield,TOWN OF DRUMMOND Ward 1,7,153,169,331
Bayfield,TOWN OF EILEEN Ward 1-2,7,178,220,414
Bayfield,TOWN OF GRAND VIEW Ward 1,7,131,147,291
Bayfield,TOWN OF HUGHES Ward 1,7,130,163,299
Bayfield,TOWN OF IRON RIVER Ward 1-2,7,322,384,731
Bayfield,TOWN OF KELLY Ward 1,7,97,146,252
Bayfield,TOWN OF KEYSTONE Ward 1,7,83,104,196
Bayfield,TOWN OF LINCOLN Ward 1,7,65,103,180
Bayfield,TOWN OF MASON Ward 1,7,74,88,164
Bayfield,TOWN OF NAMAKAGON Ward 1,7,100,133,236
Bayfield,TOWN OF ORIENTA Ward 1,7,39,46,90
Bayfield,TOWN OF OULU Ward 1,7,147,166,335
Bayfield,TOWN OF PILSEN Ward 1,7,74,59,139
Bayfield,TOWN OF PORT WING Ward 1,7,146,109,260
Bayfield,TOWN OF RUSSELL Ward 1-2,7,405,89,528
Bayfield,TOWN OF TRIPP Ward 1,7,54,78,140
Bayfield,TOWN OF WASHBURN Ward 1,7,196,130,341
Bayfield,VILLAGE OF MASON Ward 1,7,20,18,41
Brown,CITY OF DE PERE Ward 5,8,131,88,229
Brown,CITY OF DE PERE Wards 1-4,8,"1,650","1,700","3,527"
Brown,CITY OF DE PERE Wards 10-12,8,"1,348","1,485","3,028"
Brown,CITY OF DE PERE Wards 13-15,8,"1,292","1,712","3,182"
Brown,CITY OF DE PERE Wards 16-17,8,2,5,7
Brown,CITY OF DE PERE Wards 6-8,8,"1,113","1,189","2,474"
Brown,"CITY OF DE PERE Wards 9,18",8,285,312,632
Brown,CITY OF GREEN BAY Ward 1,8,5,8,14
Brown,CITY OF GREEN BAY Ward 10,8,355,297,686
Brown,CITY OF GREEN BAY Ward 11,8,295,359,705
Brown,CITY OF GREEN BAY Ward 12,8,307,269,609
Brown,CITY OF GREEN BAY Ward 13,8,428,218,716
Brown,CITY OF GREEN BAY Ward 14,8,372,303,722
Brown,CITY OF GREEN BAY Ward 15,8,620,432,"1,154"
Brown,CITY OF GREEN BAY Ward 16,8,606,304,988
Brown,CITY OF GREEN BAY Ward 17,8,537,302,877
Brown,CITY OF GREEN BAY Ward 18,8,447,361,851
Brown,CITY OF GREEN BAY Ward 19,8,356,269,674
Brown,CITY OF GREEN BAY Ward 2,8,511,641,"1,208"
Brown,CITY OF GREEN BAY Ward 20,8,416,281,741
Brown,CITY OF GREEN BAY Ward 21,8,403,207,648
Brown,CITY OF GREEN BAY Ward 22,8,193,134,354
Brown,CITY OF GREEN BAY Ward 23,8,360,269,682
Brown,CITY OF GREEN BAY Ward 24,8,486,328,863
Brown,CITY OF GREEN BAY Ward 25,8,369,347,784
Brown,CITY OF GREEN BAY Ward 26,8,453,222,744
Brown,CITY OF GREEN BAY Ward 27,8,200,77,291
Brown,CITY OF GREEN BAY Ward 28,8,478,283,825
Brown,CITY OF GREEN BAY Ward 29,8,515,508,"1,113"
Brown,CITY OF GREEN BAY Ward 3,8,900,675,"1,742"
Brown,CITY OF GREEN BAY Ward 30,8,590,311,968
Brown,CITY OF GREEN BAY Ward 31,8,497,465,"1,034"
Brown,CITY OF GREEN BAY Ward 32,8,469,400,929
Brown,CITY OF GREEN BAY Ward 33,8,300,275,618
Brown,CITY OF GREEN BAY Ward 34,8,552,598,"1,223"
Brown,CITY OF GREEN BAY Ward 35,8,359,421,821
Brown,CITY OF GREEN BAY Ward 36,8,257,208,496
Brown,CITY OF GREEN BAY Ward 37,8,394,418,858
Brown,CITY OF GREEN BAY Ward 38,8,526,486,"1,078"
Brown,CITY OF GREEN BAY Ward 39,8,587,591,"1,263"
Brown,CITY OF GREEN BAY Ward 4,8,760,963,"1,828"
Brown,CITY OF GREEN BAY Ward 40,8,407,374,826
Brown,CITY OF GREEN BAY Ward 41,8,185,231,439
Brown,CITY OF GREEN BAY Ward 42,8,349,307,692
Brown,CITY OF GREEN BAY Ward 43,8,527,608,"1,187"
Brown,CITY OF GREEN BAY Ward 44,8,682,781,"1,542"
Brown,CITY OF GREEN BAY Ward 45,8,675,"1,005","1,741"
Brown,CITY OF GREEN BAY Ward 46,8,627,576,"1,278"
Brown,CITY OF GREEN BAY Ward 47,8,569,822,"1,472"
Brown,CITY OF GREEN BAY Ward 5,8,311,390,735
Brown,CITY OF GREEN BAY Ward 6,8,649,907,"1,637"
Brown,CITY OF GREEN BAY Ward 7,8,389,526,959
Brown,CITY OF GREEN BAY Ward 8,8,711,811,"1,578"
Brown,CITY OF GREEN BAY Ward 9,8,319,258,627
Brown,TOWN OF EATON Wards 1-2,8,291,591,920
Brown,TOWN OF GLENMORE Wards 1-2,8,167,391,588
Brown,TOWN OF GREEN BAY Wards 1-3,8,363,800,"1,208"
Brown,TOWN OF HOLLAND Wards 1-2,8,273,570,887
Brown,TOWN OF HUMBOLDT Wards 1-2,8,222,488,741
Brown,TOWN OF LAWRENCE Wards 1-3,8,483,842,"1,385"
Brown,TOWN OF LAWRENCE Wards 4-6,8,507,"1,064","1,649"
Brown,"TOWN OF LEDGEVIEW Wards 1-3,8-10",8,851,"1,315","2,289"
Brown,TOWN OF LEDGEVIEW Wards 4-7,8,729,"1,154","1,994"
Brown,TOWN OF MORRISON Wards 1-2,8,173,653,877
Brown,TOWN OF NEW DENMARK Wards 1-3,8,294,598,935
Brown,TOWN OF PITTSFIELD Wards 1-3,8,480,"1,079","1,637"
Brown,TOWN OF ROCKLAND Wards 1-3,8,338,692,"1,084"
Brown,TOWN OF SCOTT Wards 1-4,8,868,"1,294","2,249"
Brown,TOWN OF WRIGHTSTOWN Wards 1-3,8,365,820,"1,237"
Brown,VILLAGE OF ALLOUEZ Ward 1-2,8,"1,010",856,"2,019"
Brown,VILLAGE OF ALLOUEZ Ward 10,8,0,0,0
Brown,VILLAGE OF ALLOUEZ Ward 3-4,8,852,847,"1,769"
Brown,VILLAGE OF ALLOUEZ Ward 5-6,8,988,"1,135","2,229"
Brown,VILLAGE OF ALLOUEZ Ward 7-9,8,801,926,"1,817"
Brown,VILLAGE OF ASHWAUBENON Wards 1-2,8,521,592,"1,215"
Brown,VILLAGE OF ASHWAUBENON Wards 11-12,8,735,804,"1,622"
Brown,VILLAGE OF ASHWAUBENON Wards 3-4,8,501,668,"1,246"
Brown,VILLAGE OF ASHWAUBENON Wards 5-6,8,643,739,"1,465"
Brown,VILLAGE OF ASHWAUBENON Wards 7-8,8,681,964,"1,727"
Brown,VILLAGE OF ASHWAUBENON Wards 9-10,8,721,"1,106","1,922"
Brown,VILLAGE OF BELLEVUE Wards 1-6,8,"1,690","1,816","3,696"
Brown,VILLAGE OF BELLEVUE Wards 7-10,8,"1,628","2,406","4,222"
Brown,VILLAGE OF DENMARK Wards 1-3,8,361,646,"1,059"
Brown,VILLAGE OF HOBART Ward 9,8,0,0,0
Brown,VILLAGE OF HOBART Wards 1-8,8,"1,701","2,623","4,556"
Brown,VILLAGE OF HOWARD Ward 5,8,129,230,376
Brown,VILLAGE OF HOWARD Ward 7,8,239,406,674
Brown,"VILLAGE OF HOWARD Wards 1,12",8,399,640,"1,095"
Brown,VILLAGE OF HOWARD Wards 13-14,8,382,678,"1,110"
Brown,VILLAGE OF HOWARD Wards 15-16,8,490,908,"1,464"
Brown,"VILLAGE OF HOWARD Wards 2,8,11",8,944,"1,408","2,456"
Brown,"VILLAGE OF HOWARD Wards 3-4,6",8,555,691,"1,325"
Brown,"VILLAGE OF HOWARD Wards 9-10,18",8,712,956,"1,755"
Brown,"VILLAGE OF PULASKI Wards 1-3,6",8,523,912,"1,517"
Brown,VILLAGE OF SUAMICO Ward 1-4,8,959,"2,234","3,316"
Brown,VILLAGE OF SUAMICO Ward 5-8,8,"1,241","2,515","3,947"
Brown,VILLAGE OF WRIGHTSTOWN Wards 1-3,8,448,836,"1,364"
Buffalo,CITY OF ALMA Wards 1-2,3,173,225,412
Buffalo,CITY OF BUFFALO CITY Ward 1,3,251,323,608
Buffalo,CITY OF FOUNTAIN CITY Ward 1-2,3,190,192,400
Buffalo,CITY OF MONDOVI Wards 1-3,3,443,653,"1,146"
Buffalo,TOWN OF ALMA Ward 1,3,78,95,182
Buffalo,TOWN OF BELVIDERE Ward 1,3,94,149,251
Buffalo,TOWN OF BUFFALO Ward 1,3,150,224,393
Buffalo,TOWN OF CANTON Ward 1,3,53,80,141
Buffalo,TOWN OF CROSS Ward 1,3,58,132,201
Buffalo,TOWN OF DOVER Ward 1,3,84,128,219
Buffalo,TOWN OF GILMANTON Ward 1,3,62,128,203
Buffalo,TOWN OF GLENCOE Ward 1,3,64,165,232
Buffalo,TOWN OF LINCOLN Ward 1,3,40,78,123
Buffalo,TOWN OF MAXVILLE Ward 1,3,37,129,176
Buffalo,TOWN OF MILTON Ward 1,3,139,173,333
Buffalo,TOWN OF MODENA Ward 1,3,66,90,160
Buffalo,TOWN OF MONDOVI Ward 1,3,82,157,251
Buffalo,TOWN OF MONTANA Ward 1,3,39,95,141
Buffalo,TOWN OF NAPLES Ward 1,3,102,241,367
Buffalo,TOWN OF NELSON Ward 1,3,88,210,314
Buffalo,TOWN OF WAUMANDEE Ward 1,3,87,188,290
Buffalo,VILLAGE OF COCHRANE Ward 1,3,82,105,199
Buffalo,VILLAGE OF NELSON Ward 1,3,63,88,169
Burnett,TOWN OF ANDERSON Ward 1,7,64,172,248
Burnett,TOWN OF BLAINE Ward 1,7,31,66,101
Burnett,TOWN OF DANIELS Ward 1,7,102,251,373
Burnett,TOWN OF DEWEY Ward 1,7,94,166,279
Burnett,TOWN OF GRANTSBURG Ward 1-3,7,163,365,562
Burnett,TOWN OF JACKSON Ward 1,7,232,321,570
Burnett,TOWN OF LA FOLLETTE Ward 1-2,7,129,166,305
Burnett,TOWN OF LINCOLN Ward 1,7,45,123,172
Burnett,TOWN OF MEENON Ward 1-3,7,165,370,555
Burnett,TOWN OF OAKLAND Ward 1-2,7,243,312,575
Burnett,TOWN OF ROOSEVELT Ward 1,7,32,73,109
Burnett,TOWN OF RUSK Ward 1,7,76,163,245
Burnett,TOWN OF SAND LAKE Ward 1,7,118,157,285
Burnett,TOWN OF SCOTT Ward 1-2,7,171,221,405
Burnett,TOWN OF SIREN Ward 1-2,7,156,349,524
Burnett,TOWN OF SWISS Ward 1-2,7,189,215,427
Burnett,TOWN OF TRADE LAKE Ward 1-2,7,152,331,504
Burnett,TOWN OF UNION Ward 1,7,75,126,204
Burnett,TOWN OF WEBB LAKE Ward 1,7,99,172,282
Burnett,TOWN OF WEST MARSHLAND Ward 1-2,7,42,143,195
Burnett,TOWN OF WOOD RIVER Ward 1-3,7,126,360,516
Burnett,VILLAGE OF GRANTSBURG Ward 1-3,7,196,378,601
Burnett,VILLAGE OF SIREN Wards 1-2,7,127,218,358
Burnett,VILLAGE OF WEBSTER Wards 1-2,7,122,192,323
Calumet,CITY OF APPLETON Ward 12,8,151,154,320
Calumet,CITY OF APPLETON Ward 13,8,445,423,937
Calumet,CITY OF APPLETON Ward 14,8,361,388,782
Calumet,CITY OF APPLETON Ward 26,8,488,502,"1,081"
Calumet,CITY OF APPLETON Ward 44,8,486,523,"1,081"
Calumet,CITY OF APPLETON Ward 45,8,611,564,"1,249"
Calumet,CITY OF APPLETON Ward 46,8,45,47,95
Calumet,CITY OF APPLETON Ward 47,8,0,0,0
Calumet,CITY OF BRILLION Ward 1-4,8,501,985,"1,562"
Calumet,CITY OF CHILTON Ward 1-5,8,637,"1,055","1,784"
Calumet,CITY OF KAUKAUNA Ward 11,8,0,0,0
Calumet,CITY OF KIEL Ward 7,8,53,80,136
Calumet,CITY OF MENASHA Wards 16-20,8,662,763,"1,504"
Calumet,CITY OF NEW HOLSTEIN Wards 1-5,8,614,912,"1,606"
Calumet,TOWN OF BRILLION Wards 1-2,8,195,568,820
Calumet,TOWN OF BROTHERTOWN Wards 1-2,8,186,526,731
Calumet,TOWN OF CHARLESTOWN Ward 1,8,123,315,456
Calumet,TOWN OF CHILTON Wards 1-3,8,150,449,636
Calumet,"TOWN OF HARRISON Wards 7-8,10-12",8,118,153,300
Calumet,TOWN OF NEW HOLSTEIN Wards 1-3,8,234,517,792
Calumet,TOWN OF RANTOUL Ward 1,8,87,312,415
Calumet,TOWN OF STOCKBRIDGE Wards 1-3,8,260,629,921
Calumet,TOWN OF WOODVILLE Ward 1,8,111,357,500
Calumet,VILLAGE OF HARRISON Ward 15,8,43,122,170
Calumet,VILLAGE OF HARRISON Ward 16,8,99,178,299
Calumet,VILLAGE OF HARRISON Ward 17,8,3,4,7
Calumet,VILLAGE OF HARRISON Ward 18,8,154,178,353
Calumet,VILLAGE OF HARRISON Wards 11-13,8,582,929,"1,585"
Calumet,VILLAGE OF HARRISON Wards 3-4,8,406,654,"1,119"
Calumet,"VILLAGE OF HARRISON Wards 5-6,10",8,446,658,"1,169"
Calumet,"VILLAGE OF HARRISON Wards 7-9,14",8,429,662,"1,174"
Calumet,VILLAGE OF HILBERT Ward 1-2,8,118,380,531
Calumet,VILLAGE OF POTTER Ward 1,8,24,109,144
Calumet,VILLAGE OF SHERWOOD Wards 1-5,8,683,"1,034","1,808"
Calumet,VILLAGE OF STOCKBRIDGE Ward 1,8,137,237,394
Chippewa (pt.),CITY OF BLOOMER Wards 1-4,7,577,"1,092","1,745"
Chippewa (pt.),CITY OF CHIPPEWA FALLS Ward 1,3,377,433,869
Chippewa (pt.),CITY OF CHIPPEWA FALLS Ward 2,3,471,473,"1,022"
Chippewa (pt.),CITY OF CHIPPEWA FALLS Ward 3,3,504,512,"1,076"
Chippewa (pt.),CITY OF CHIPPEWA FALLS Ward 3A,3,0,0,0
Chippewa (pt.),CITY OF CHIPPEWA FALLS Ward 4,3,379,340,779
Chippewa (pt.),CITY OF CHIPPEWA FALLS Ward 5,3,371,375,833
Chippewa (pt.),CITY OF CHIPPEWA FALLS Ward 6,3,370,415,846
Chippewa (pt.),CITY OF CHIPPEWA FALLS Ward 7,3,462,434,940
Chippewa (pt.),CITY OF CHIPPEWA FALLS Ward 7A,3,0,0,0
Chippewa (pt.),CITY OF CORNELL Wards 1-4,7,207,415,643
Chippewa (pt.),CITY OF EAU CLAIRE Ward 16,3,427,417,909
Chippewa (pt.),CITY OF EAU CLAIRE Ward 40,3,0,0,0
Chippewa (pt.),CITY OF EAU CLAIRE Ward 41,3,36,32,76
Chippewa (pt.),"CITY OF STANLEY Wards 1-4,6-7",7,327,540,916
Chippewa (pt.),TOWN OF ANSON Ward 4,3,1,1,2
Chippewa (pt.),TOWN OF ANSON Wards 1-3,7,440,757,"1,273"
Chippewa (pt.),TOWN OF ARTHUR Ward 1,7,92,257,363
Chippewa (pt.),TOWN OF AUBURN Ward 1,7,115,220,360
Chippewa (pt.),TOWN OF BIRCH CREEK Ward 1,7,116,191,313
Chippewa (pt.),TOWN OF BLOOMER Wards 1-2,7,145,384,549
Chippewa (pt.),TOWN OF CLEVELAND Ward 1,7,117,318,452
Chippewa (pt.),TOWN OF COLBURN Ward 1,7,108,295,412
Chippewa (pt.),TOWN OF COOKS VALLEY Ward 1,7,107,267,388
Chippewa (pt.),TOWN OF DELMAR Ward 1,7,120,299,438
Chippewa (pt.),TOWN OF EAGLE POINT Wards 1-5,7,691,"1,136","1,903"
Chippewa (pt.),TOWN OF EDSON Wards 1-2,3,146,264,424
Chippewa (pt.),TOWN OF ESTELLA Ward 1,7,59,162,227
Chippewa (pt.),TOWN OF GOETZ Ward 3,7,2,7,9
Chippewa (pt.),TOWN OF GOETZ Wards 1-2,3,148,251,417
Chippewa (pt.),TOWN OF HALLIE Ward 1,3,48,43,98
Chippewa (pt.),TOWN OF HOWARD Ward 1,3,134,245,415
Chippewa (pt.),TOWN OF LAFAYETTE Wards 1-9,3,"1,379","1,880","3,438"
Chippewa (pt.),TOWN OF LAKE HOLCOMBE Wards 1-2,7,171,397,579
Chippewa (pt.),TOWN OF RUBY Ward 1,7,57,158,220
Chippewa (pt.),TOWN OF SAMPSON Ward 1,7,133,344,498
Chippewa (pt.),TOWN OF SIGEL Wards 1-2,3,179,308,509
Chippewa (pt.),TOWN OF TILDEN Wards 1-3,7,303,521,862
Chippewa (pt.),TOWN OF WHEATON Wards 1-3,3,615,874,"1,567"
Chippewa (pt.),TOWN OF WOODMOHR Wards 1-2,7,173,363,568
Chippewa (pt.),VILLAGE OF BOYD Ward 1,3,109,162,288
Chippewa (pt.),VILLAGE OF CADOTT Wards 1-3,3,234,346,611
Chippewa (pt.),VILLAGE OF LAKE HALLIE Wards 1-8,3,"1,391","1,836","3,440"
Chippewa (pt.),VILLAGE OF NEW AUBURN Ward 1,7,46,152,210
Clark (pt.),CITY OF ABBOTSFORD Wards 2-5,7,232,373,632
Clark (pt.),CITY OF COLBY Wards 2-4,7,169,339,536
Clark (pt.),CITY OF GREENWOOD Wards 1-2,7,203,285,523
Clark (pt.),CITY OF LOYAL Wards 1-2,7,177,358,562
Clark (pt.),CITY OF NEILLSVILLE Ward 1,7,77,109,194
Clark (pt.),CITY OF NEILLSVILLE Ward 2,7,106,155,279
Clark (pt.),CITY OF NEILLSVILLE Ward 3,7,116,155,281
Clark (pt.),CITY OF NEILLSVILLE Ward 4,7,55,109,172
Clark (pt.),CITY OF NEILLSVILLE Ward 5,7,55,67,128
Clark (pt.),CITY OF OWEN Wards 1-3,7,174,220,434
Clark (pt.),CITY OF STANLEY Ward 5,7,1,1,2
Clark (pt.),CITY OF STANLEY Ward 8,8,0,0,0
Clark (pt.),CITY OF THORP Wards 1-4,7,250,453,737
Clark (pt.),TOWN OF BEAVER Ward 1,7,66,177,255
Clark (pt.),TOWN OF BUTLER Ward 1,7,14,36,51
Clark (pt.),TOWN OF COLBY Wards 1-3,7,76,177,265
Clark (pt.),TOWN OF DEWHURST Ward 1,7,66,127,200
Clark (pt.),TOWN OF EATON Wards 1-2,7,60,168,244
Clark (pt.),TOWN OF FOSTER Ward 1,7,20,53,75
Clark (pt.),TOWN OF FREMONT Wards 1-2,7,121,348,500
Clark (pt.),TOWN OF GRANT Wards 1-2,7,103,266,392
Clark (pt.),TOWN OF GREEN GROVE Wards 1-2,7,62,147,221
Clark (pt.),TOWN OF HENDREN Ward 1,7,63,116,188
Clark (pt.),TOWN OF HEWETT Wards 1-2,7,54,109,174
Clark (pt.),TOWN OF HIXON Wards 1-2,7,69,133,208
Clark (pt.),TOWN OF HOARD Wards 1-2,7,71,164,238
Clark (pt.),TOWN OF LEVIS Wards 1-2,7,61,156,227
Clark (pt.),TOWN OF LONGWOOD Wards 1-2,7,68,141,225
Clark (pt.),TOWN OF LOYAL Wards 1-2,7,48,189,250
Clark (pt.),TOWN OF LYNN Wards 1-2,7,75,162,252
Clark (pt.),TOWN OF MAYVILLE Wards 1-2,7,100,235,352
Clark (pt.),TOWN OF MEAD Ward 1,7,45,89,142
Clark (pt.),TOWN OF MENTOR Ward 1,7,78,147,243
Clark (pt.),TOWN OF PINE VALLEY Wards 1-2,7,205,400,626
Clark (pt.),TOWN OF RESEBURG Wards 1-2,7,72,109,187
Clark (pt.),TOWN OF SEIF Ward 1,7,34,62,102
Clark (pt.),TOWN OF SHERMAN Wards 1-2,7,81,229,322
Clark (pt.),TOWN OF SHERWOOD Ward 1,7,68,72,150
Clark (pt.),TOWN OF THORP Ward 1,7,101,193,302
Clark (pt.),TOWN OF UNITY Ward 1,7,72,216,306
Clark (pt.),TOWN OF WARNER Wards 1-2,7,62,167,234
Clark (pt.),TOWN OF WASHBURN Ward 1,7,32,108,146
Clark (pt.),TOWN OF WESTON Wards 1-2,7,100,196,307
Clark (pt.),TOWN OF WITHEE Ward 1,7,78,191,282
Clark (pt.),TOWN OF WORDEN Ward 1,7,55,165,233
Clark (pt.),TOWN OF YORK Wards 1-2,7,100,222,343
Clark (pt.),VILLAGE OF CURTISS Ward 1,7,12,32,47
Clark (pt.),VILLAGE OF DORCHESTER Ward 1,7,79,197,295
Clark (pt.),VILLAGE OF GRANTON Ward 1,7,55,112,179
Clark (pt.),VILLAGE OF UNITY Ward 2,7,9,61,75
Clark (pt.),VILLAGE OF WITHEE Ward 1,7,71,156,243
Columbia,CITY OF COLUMBUS Ward 10,6,0,0,0
Columbia,CITY OF COLUMBUS Wards 1-8,6,"1,381","1,089","2,662"
Columbia,CITY OF LODI Wards 1-6,6,998,641,"1,725"
Columbia,"CITY OF PORTAGE Wards 1,9-10",6,653,610,"1,349"
Columbia,"CITY OF PORTAGE Wards 2-3,5",6,707,518,"1,317"
Columbia,"CITY OF PORTAGE Wards 4,6-8",6,673,582,"1,334"
Columbia,CITY OF WISCONSIN DELLS Ward 11,6,0,0,0
Columbia,"CITY OF WISCONSIN DELLS Wards 1-3,6",6,509,536,"1,100"
Columbia,TOWN OF ARLINGTON Ward 1,6,203,238,464
Columbia,TOWN OF CALEDONIA Wards 1-2,6,454,369,869
Columbia,TOWN OF COLUMBUS Ward 1,6,134,206,366
Columbia,TOWN OF COURTLAND Ward 1,6,66,173,249
Columbia,TOWN OF DEKORRA Wards 1-3,6,616,700,"1,380"
Columbia,TOWN OF FORT WINNEBAGO Ward 1,6,185,303,509
Columbia,TOWN OF FOUNTAIN PRAIRIE Wards 1-2,6,228,245,497
Columbia,TOWN OF HAMPDEN Ward 1,6,147,193,354
Columbia,TOWN OF LEEDS Wards 1-2,6,195,239,468
Columbia,TOWN OF LEWISTON Wards 1-2,6,305,343,678
Columbia,TOWN OF LODI Wards 1-5,6,905,961,"1,968"
Columbia,TOWN OF LOWVILLE Wards 1-2,6,268,321,616
Columbia,TOWN OF MARCELLON Wards 1-2,6,202,291,511
Columbia,TOWN OF NEWPORT Ward 1,6,149,216,385
Columbia,TOWN OF OTSEGO Ward 1,6,159,209,395
