County,Town (Standard Name),Town (Results Name),Ward,Precinct,CD,Clinton,Trump,Total
Hampshire (pt.),Southampton,Southampton,-,1,1,"1,744","1,692","3,693"
Worcester (pt.),Southborough,Southborough,-,1,5,"1,236",653,"2,030"
Worcester (pt.),Southborough,Southborough,-,2,5,"1,128",615,"1,868"
Worcester (pt.),Southborough,Southborough,-,3,5,"1,166",630,"1,914"
Worcester (pt.),Southbridge,Southbridge,-,1,1,769,510,"1,389"
Worcester (pt.),Southbridge,Southbridge,-,2,1,722,411,"1,214"
Worcester (pt.),Southbridge,Southbridge,-,3,1,685,600,"1,370"
Worcester (pt.),Southbridge,Southbridge,-,4,1,811,764,"1,708"
Worcester (pt.),Southbridge,Southbridge,-,5,1,727,301,"1,103"
Hampden (pt.),Southwick,Southwick,-,1,1,644,"1,150","1,915"
Hampden (pt.),Southwick,Southwick,-,2,1,548,866,"1,532"
Hampden (pt.),Southwick,Southwick,-,3,1,667,945,"1,713"
Worcester (pt.),Spencer,Spencer,-,1,2,593,748,"1,426"
Worcester (pt.),Spencer,Spencer,-,2,2,517,670,"1,275"
Worcester (pt.),Spencer,Spencer,-,3,2,542,859,"1,501"
Worcester (pt.),Spencer,Spencer,-,4,2,613,768,"1,487"
Hampden (pt.),Springfield,Springfield,1,A,1,664,25,706
Hampden (pt.),Springfield,Springfield,1,B,1,686,62,769
Hampden (pt.),Springfield,Springfield,1,C,1,550,47,617
Hampden (pt.),Springfield,Springfield,1,D,1,626,49,685
Hampden (pt.),Springfield,Springfield,1,E,1,694,62,776
Hampden (pt.),Springfield,Springfield,1,F,1,613,44,670
Hampden (pt.),Springfield,Springfield,1,G,1,674,69,775
Hampden (pt.),Springfield,Springfield,1,H,1,676,62,758
Hampden (pt.),Springfield,Springfield,2,A,1,577,105,700
Hampden (pt.),Springfield,Springfield,2,B,1,816,222,"1,078"
Hampden (pt.),Springfield,Springfield,2,C,1,532,127,693
Hampden (pt.),Springfield,Springfield,2,D,1,718,224,985
Hampden (pt.),Springfield,Springfield,2,E,1,648,238,935
Hampden (pt.),Springfield,Springfield,2,F,1,804,179,"1,030"
Hampden (pt.),Springfield,Springfield,2,G,1,717,313,"1,082"
Hampden (pt.),Springfield,Springfield,2,H,1,709,262,"1,013"
Hampden (pt.),Springfield,Springfield,3,A,1,545,68,630
Hampden (pt.),Springfield,Springfield,3,B,1,570,49,637
Hampden (pt.),Springfield,Springfield,3,C,1,429,44,488
Hampden (pt.),Springfield,Springfield,3,D,1,569,41,632
Hampden (pt.),Springfield,Springfield,3,E,1,481,46,547
Hampden (pt.),Springfield,Springfield,3,F,1,441,67,530
Hampden (pt.),Springfield,Springfield,3,G,1,401,49,469
Hampden (pt.),Springfield,Springfield,3,H,1,550,90,658
Hampden (pt.),Springfield,Springfield,4,A,1,678,77,785
Hampden (pt.),Springfield,Springfield,4,B,1,773,46,842
Hampden (pt.),Springfield,Springfield,4,C,1,618,19,655
Hampden (pt.),Springfield,Springfield,4,D,1,659,30,707
Hampden (pt.),Springfield,Springfield,4,E,1,584,28,630
Hampden (pt.),Springfield,Springfield,4,F,1,227,17,246
Hampden (pt.),Springfield,Springfield,4,G,1,769,54,843
Hampden (pt.),Springfield,Springfield,4,H,1,658,30,703
Hampden (pt.),Springfield,Springfield,5,A,1,712,64,796
Hampden (pt.),Springfield,Springfield,5,B,1,775,172,984
Hampden (pt.),Springfield,Springfield,5,C,1,612,209,861
Hampden (pt.),Springfield,Springfield,5,D,1,687,386,"1,131"
Hampden (pt.),Springfield,Springfield,5,E,1,897,174,"1,110"
Hampden (pt.),Springfield,Springfield,5,F,1,774,255,"1,082"
Hampden (pt.),Springfield,Springfield,5,G,1,680,488,"1,227"
Hampden (pt.),Springfield,Springfield,5,H,1,525,360,946
Hampden (pt.),Springfield,Springfield,6,A,1,581,113,716
Hampden (pt.),Springfield,Springfield,6,B,1,672,234,944
Hampden (pt.),Springfield,Springfield,6,C,1,597,212,854
Hampden (pt.),Springfield,Springfield,6,D,1,680,428,"1,167"
Hampden (pt.),Springfield,Springfield,6,E,1,539,91,662
Hampden (pt.),Springfield,Springfield,6,F,1,587,113,748
Hampden (pt.),Springfield,Springfield,6,G,1,560,184,786
Hampden (pt.),Springfield,Springfield,6,H,1,678,341,"1,070"
Hampden (pt.),Springfield,Springfield,7,A,1,638,335,"1,021"
Hampden (pt.),Springfield,Springfield,7,B,1,770,438,"1,267"
Hampden (pt.),Springfield,Springfield,7,C,1,717,427,"1,211"
Hampden (pt.),Springfield,Springfield,7,D,1,630,409,"1,095"
Hampden (pt.),Springfield,Springfield,7,E,1,650,184,869
Hampden (pt.),Springfield,Springfield,7,F,1,736,471,"1,272"
Hampden (pt.),Springfield,Springfield,7,G,1,683,532,"1,296"
Hampden (pt.),Springfield,Springfield,7,H,1,356,187,572
Hampden (pt.),Springfield,Springfield,8,A,1,623,264,946
Hampden (pt.),Springfield,Springfield,8,B,1,651,215,899
Hampden (pt.),Springfield,Springfield,8,C,1,776,121,932
Hampden (pt.),Springfield,Springfield,8,D,1,480,113,621
Hampden (pt.),Springfield,Springfield,8,E,1,501,152,689
Hampden (pt.),Springfield,Springfield,8,F,1,575,280,904
Hampden (pt.),Springfield,Springfield,8,G,1,681,265,980
Hampden (pt.),Springfield,Springfield,8,H,1,662,169,869
Worcester (pt.),Sterling,Sterling,-,1,2,"1,081","1,083","2,369"
Worcester (pt.),Sterling,Sterling,-,2,2,"1,081","1,244","2,528"
Berkshire,Stockbridge,Stockbridge,-,1,1,965,252,"1,276"
Middlesex (pt.),Stoneham,Stoneham,-,1,5,970,697,"1,758"
Middlesex (pt.),Stoneham,Stoneham,-,2,5,"1,093",685,"1,872"
Middlesex (pt.),Stoneham,Stoneham,-,3,5,"1,069",874,"2,041"
Middlesex (pt.),Stoneham,Stoneham,-,4,5,877,699,"1,657"
Middlesex (pt.),Stoneham,Stoneham,-,5,5,946,840,"1,865"
Middlesex (pt.),Stoneham,Stoneham,-,6,5,986,756,"1,834"
Middlesex (pt.),Stoneham,Stoneham,-,7,5,"1,021",692,"1,813"
Norfolk (pt.),Stoughton,Stoughton,-,1,8,"1,220",642,"1,952"
Norfolk (pt.),Stoughton,Stoughton,-,2,8,"1,032",597,"1,710"
Norfolk (pt.),Stoughton,Stoughton,-,3,8,"1,058",628,"1,772"
Norfolk (pt.),Stoughton,Stoughton,-,4,8,"1,084",839,"2,020"
Norfolk (pt.),Stoughton,Stoughton,-,5,8,908,598,"1,585"
Norfolk (pt.),Stoughton,Stoughton,-,6,8,"1,311",714,"2,131"
Norfolk (pt.),Stoughton,Stoughton,-,7,8,982,483,"1,552"
Norfolk (pt.),Stoughton,Stoughton,-,8,8,856,419,"1,353"
Middlesex (pt.),Stow,Stow,-,1,3,"1,391",686,"2,246"
Middlesex (pt.),Stow,Stow,-,2,3,"1,317",575,"2,079"
Worcester (pt.),Sturbridge,Sturbridge,-,1,1,904,765,"1,792"
Worcester (pt.),Sturbridge,Sturbridge,-,2,1,872,861,"1,880"
Worcester (pt.),Sturbridge,Sturbridge,-,3,1,758,789,"1,686"
Middlesex (pt.),Sudbury (pt.),Sudbury,-,1,3,"1,111",396,"1,602"
Middlesex (pt.),Sudbury (pt.),Sudbury,-,1A,5,381,144,562
Middlesex (pt.),Sudbury (pt.),Sudbury,-,2,5,"1,364",461,"1,928"
Middlesex (pt.),Sudbury (pt.),Sudbury,-,3,5,"1,527",578,"2,224"
Middlesex (pt.),Sudbury (pt.),Sudbury,-,4,5,"1,574",444,"2,132"
Middlesex (pt.),Sudbury (pt.),Sudbury,-,5,5,"1,445",487,"2,023"
Franklin (pt.),Sunderland,Sunderland,-,1,2,"1,353",387,"1,884"
Worcester (pt.),Sutton,Sutton,-,1,2,789,"1,017","1,933"
Worcester (pt.),Sutton,Sutton,-,2,2,706,982,"1,815"
Worcester (pt.),Sutton,Sutton,-,3,2,817,882,"1,819"
Essex (pt.),Swampscott,Swampscott,-,1,6,784,506,"1,338"
Essex (pt.),Swampscott,Swampscott,-,2,6,"1,008",413,"1,506"
Essex (pt.),Swampscott,Swampscott,-,3,6,842,375,"1,292"
Essex (pt.),Swampscott,Swampscott,-,4,6,"1,038",399,"1,504"
Essex (pt.),Swampscott,Swampscott,-,5,6,890,436,"1,413"
Essex (pt.),Swampscott,Swampscott,-,6,6,992,457,"1,523"
Bristol (pt.),Swansea,Swansea,-,1,4,793,945,"1,808"
Bristol (pt.),Swansea,Swansea,-,2,4,841,791,"1,720"
Bristol (pt.),Swansea,Swansea,-,3,4,797,800,"1,670"
Bristol (pt.),Swansea,Swansea,-,4,4,763,905,"1,742"
Bristol (pt.),Swansea,Swansea,-,5,4,734,910,"1,727"
Bristol (pt.),Taunton,Taunton,1,A,4,720,495,"1,311"
Bristol (pt.),Taunton,Taunton,1,B,4,798,793,"1,680"
Bristol (pt.),Taunton,Taunton,2,A,4,624,289,970
Bristol (pt.),Taunton,Taunton,2,B,4,699,431,"1,197"
Bristol (pt.),Taunton,Taunton,3,A,4,785,521,"1,375"
Bristol (pt.),Taunton,Taunton,3,B,4,929,737,"1,775"
Bristol (pt.),Taunton,Taunton,4,A,4,736,833,"1,686"
Bristol (pt.),Taunton,Taunton,4,B,4,777,652,"1,523"
Bristol (pt.),Taunton,Taunton,5,A,4,705,458,"1,253"
Bristol (pt.),Taunton,Taunton,5,B,4,694,393,"1,158"
Bristol (pt.),Taunton,Taunton,6,A,4,582,414,"1,051"
Bristol (pt.),Taunton,Taunton,6,B,4,860,584,"1,524"
Bristol (pt.),Taunton,Taunton,7,A,4,876,733,"1,703"
Bristol (pt.),Taunton,Taunton,7,B,4,817,922,"1,857"
Bristol (pt.),Taunton,Taunton,8,A,4,856,836,"1,782"
Bristol (pt.),Taunton,Taunton,8,B,4,907,882,"1,897"
Worcester (pt.),Templeton,Templeton,-,A,2,550,768,"1,439"
Worcester (pt.),Templeton,Templeton,-,B,2,502,708,"1,331"
Worcester (pt.),Templeton,Templeton,-,C,2,469,592,"1,150"
Middlesex (pt.),Tewksbury,Tewksbury,-,1,6,911,971,"1,997"
Middlesex (pt.),Tewksbury,Tewksbury,-,1A,6,930,"1,117","2,170"
Middlesex (pt.),Tewksbury,Tewksbury,-,2,6,894,"1,023","2,038"
Middlesex (pt.),Tewksbury,Tewksbury,-,2A,6,784,983,"1,883"
Middlesex (pt.),Tewksbury,Tewksbury,-,3,6,"1,060","1,171","2,360"
Middlesex (pt.),Tewksbury,Tewksbury,-,3A,6,"1,072","1,142","2,342"
Middlesex (pt.),Tewksbury,Tewksbury,-,4,6,956,"1,029","2,125"
Middlesex (pt.),Tewksbury,Tewksbury,-,4A,6,995,996,"2,145"
Dukes,Tisbury,Tisbury,-,1,9,"1,942",476,"2,573"
Hampden (pt.),Tolland,Tolland,-,1,1,101,190,307
Essex (pt.),Topsfield,Topsfield,-,1,6,"2,100","1,566","3,914"
Middlesex (pt.),Townsend,Townsend,-,1,3,645,884,"1,695"
Middlesex (pt.),Townsend,Townsend,-,2,3,699,803,"1,648"
Middlesex (pt.),Townsend,Townsend,-,3,3,738,863,"1,726"
Barnstable,Truro,Truro,-,1,9,"1,095",361,"1,551"
Middlesex (pt.),Tyngsborough,Tyngsborough,-,1,3,700,791,"1,592"
Middlesex (pt.),Tyngsborough,Tyngsborough,-,2,3,739,822,"1,679"
Middlesex (pt.),Tyngsborough,Tyngsborough,-,3,3,777,765,"1,665"
Middlesex (pt.),Tyngsborough,Tyngsborough,-,4,3,845,789,"1,735"
Berkshire,Tyringham,Tyringham,-,1,1,201,70,284
Worcester (pt.),Upton,Upton,-,1,2,"1,214",914,"2,308"
Worcester (pt.),Upton,Upton,-,2,2,"1,082",904,"2,189"
Worcester (pt.),Uxbridge,Uxbridge,-,1,2,801,997,"1,949"
Worcester (pt.),Uxbridge,Uxbridge,-,2,2,872,814,"1,821"
Worcester (pt.),Uxbridge,Uxbridge,-,3,2,741,940,"1,811"
Worcester (pt.),Uxbridge,Uxbridge,-,4,2,852,947,"1,968"
Middlesex (pt.),Wakefield,Wakefield,-,1,6,"1,185","1,082","2,398"
Middlesex (pt.),Wakefield,Wakefield,-,2,6,"1,032",764,"1,910"
Middlesex (pt.),Wakefield,Wakefield,-,3,6,"1,123",869,"2,103"
Middlesex (pt.),Wakefield,Wakefield,-,4,6,"1,297",870,"2,276"
Middlesex (pt.),Wakefield,Wakefield,-,5,6,"1,262",860,"2,230"
Middlesex (pt.),Wakefield,Wakefield,-,6,6,"1,279",788,"2,203"
Middlesex (pt.),Wakefield,Wakefield,-,7,6,"1,116",827,"2,071"
Hampden (pt.),Wales,Wales,-,1,1,365,550,988
Norfolk (pt.),Walpole,Walpole,-,1,8,938,694,"1,721"
Norfolk (pt.),Walpole,Walpole,-,2,8,936,831,"1,875"
Norfolk (pt.),Walpole,Walpole,-,3,8,957,808,"1,882"
Norfolk (pt.),Walpole,Walpole,-,4,8,936,610,"1,652"
Norfolk (pt.),Walpole,Walpole,-,5,8,778,683,"1,547"
Norfolk (pt.),Walpole,Walpole,-,6,8,972,788,"1,881"
Norfolk (pt.),Walpole,Walpole,-,7,8,907,809,"1,843"
Norfolk (pt.),Walpole,Walpole,-,8,8,846,823,"1,805"
Middlesex (pt.),Waltham,Waltham,1,1,5,"1,113",599,"1,809"
Middlesex (pt.),Waltham,Waltham,1,2,5,"1,243",728,"2,055"
Middlesex (pt.),Waltham,Waltham,2,1,5,"1,206",567,"1,861"
Middlesex (pt.),Waltham,Waltham,2,2,5,963,329,"1,374"
Middlesex (pt.),Waltham,Waltham,3,1,5,"1,055",835,"1,966"
Middlesex (pt.),Waltham,Waltham,3,2,5,"1,120",624,"1,833"
Middlesex (pt.),Waltham,Waltham,4,1,5,"1,143",698,"1,938"
Middlesex (pt.),Waltham,Waltham,4,2,5,285,151,454
Middlesex (pt.),Waltham,Waltham,5,1,5,"1,182",476,"1,750"
Middlesex (pt.),Waltham,Waltham,5,2,5,"1,013",317,"1,387"
Middlesex (pt.),Waltham,Waltham,6,1,5,"1,055",377,"1,514"
Middlesex (pt.),Waltham,Waltham,6,2,5,664,230,939
Middlesex (pt.),Waltham,Waltham,7,1,5,"1,055",506,"1,655"
Middlesex (pt.),Waltham,Waltham,7,2,5,496,105,630
Middlesex (pt.),Waltham,Waltham,8,1,5,"1,034",267,"1,380"
Middlesex (pt.),Waltham,Waltham,8,2,5,"1,042",341,"1,473"
Middlesex (pt.),Waltham,Waltham,9,1,5,853,199,"1,112"
Middlesex (pt.),Waltham,Waltham,9,2,5,833,243,"1,149"
Hampshire (pt.),Ware,Ware,-,A,2,616,520,"1,247"
Hampshire (pt.),Ware,Ware,-,B,2,541,733,"1,365"
Hampshire (pt.),Ware,Ware,-,C,2,696,936,"1,750"
Plymouth (pt.),Wareham,Wareham,-,1,9,912,784,"1,797"
Plymouth (pt.),Wareham,Wareham,-,2,9,981,788,"1,885"
Plymouth (pt.),Wareham,Wareham,-,3,9,962,865,"1,935"
Plymouth (pt.),Wareham,Wareham,-,4,9,854,868,"1,832"
Plymouth (pt.),Wareham,Wareham,-,5,9,942,959,"2,033"
Plymouth (pt.),Wareham,Wareham,-,6,9,784,840,"1,733"
Worcester (pt.),Warren,Warren,-,A,1,653,948,"1,730"
Worcester (pt.),Warren,Warren,-,B,1,251,318,621
Franklin (pt.),Warwick,Warwick,-,1,2,271,142,457
Berkshire,Washington,Washington,-,1,1,217,89,320
Middlesex (pt.),Watertown,Watertown,-,1,5,883,297,"1,232"
Middlesex (pt.),Watertown,Watertown,-,2,5,"1,058",306,"1,440"
Middlesex (pt.),Watertown,Watertown,-,3,5,"1,208",291,"1,582"
Middlesex (pt.),Watertown,Watertown,-,4,5,"1,345",264,"1,684"
Middlesex (pt.),Watertown,Watertown,-,5,5,"1,063",263,"1,399"
Middlesex (pt.),Watertown,Watertown,-,6,5,"1,035",293,"1,406"
Middlesex (pt.),Watertown,Watertown,-,7,5,"1,160",374,"1,614"
Middlesex (pt.),Watertown,Watertown,-,8,5,"1,168",379,"1,635"
Middlesex (pt.),Watertown,Watertown,-,9,5,999,270,"1,354"
Middlesex (pt.),Watertown,Watertown,-,10,5,"1,377",498,"1,984"
Middlesex (pt.),Watertown,Watertown,-,11,5,929,402,"1,399"
Middlesex (pt.),Watertown,Watertown,-,12,5,941,304,"1,330"
Middlesex (pt.),Wayland,Wayland,-,1,5,"1,626",418,"2,155"
Middlesex (pt.),Wayland,Wayland,-,2,5,"1,436",432,"1,994"
Middlesex (pt.),Wayland,Wayland,-,3,5,"1,471",382,"1,952"
Middlesex (pt.),Wayland,Wayland,-,4,5,"1,581",452,"2,169"
Worcester (pt.),Webster,Webster,-,1,2,586,593,"1,276"
Worcester (pt.),Webster,Webster,-,2,2,482,447,"1,001"
Worcester (pt.),Webster,Webster,-,3,2,553,638,"1,289"
Worcester (pt.),Webster,Webster,-,4,2,783,"1,141","2,047"
Worcester (pt.),Webster,Webster,-,5,2,715,756,"1,590"
Norfolk (pt.),Wellesley,Wellesley,-,A,4,"1,465",428,"1,990"
Norfolk (pt.),Wellesley,Wellesley,-,B,4,"1,600",482,"2,187"
Norfolk (pt.),Wellesley,Wellesley,-,C,4,"1,290",594,"1,999"
Norfolk (pt.),Wellesley,Wellesley,-,D,4,"1,679",433,"2,213"
Norfolk (pt.),Wellesley,Wellesley,-,E,4,"1,340",427,"1,876"
Norfolk (pt.),Wellesley,Wellesley,-,F,4,903,256,"1,262"
Norfolk (pt.),Wellesley,Wellesley,-,G,4,935,136,"1,105"
Norfolk (pt.),Wellesley,Wellesley,-,H,4,"1,356",479,"1,958"
Barnstable,Wellfleet,Wellfleet,-,1,9,"1,554",515,"2,215"
Franklin (pt.),Wendell,Wendell,-,1,2,402,104,575
Essex (pt.),Wenham,Wenham,-,1,6,"1,368",774,"2,358"
Worcester (pt.),West Boylston,W. Boylston,-,1,2,932,771,"1,818"
Worcester (pt.),West Boylston,W. Boylston,-,2,2,"1,204","1,067","2,445"
Plymouth (pt.),West Bridgewater,W. Bridgewater,-,1,8,799,"1,122","2,070"
Plymouth (pt.),West Bridgewater,W. Bridgewater,-,2,8,824,"1,028","1,981"
Worcester (pt.),West Brookfield,W. Brookfield,-,1,2,869,"1,008","2,028"
Essex (pt.),West Newbury,W. Newbury,-,1,6,"1,620","1,020","2,854"
Hampden (pt.),West Springfield,W. Springfield,-,1,1,458,246,769
Hampden (pt.),West Springfield,W. Springfield,-,2,1,576,373,"1,022"
Hampden (pt.),West Springfield,W. Springfield,-,3,1,675,584,"1,339"
Hampden (pt.),West Springfield,W. Springfield,-,4,1,776,674,"1,580"
Hampden (pt.),West Springfield,W. Springfield,-,5,1,929,"1,044","2,109"
Hampden (pt.),West Springfield,W. Springfield,-,6,1,858,993,"1,966"
Hampden (pt.),West Springfield,W. Springfield,-,7,1,807,"1,082","2,005"
Hampden (pt.),West Springfield,W. Springfield,-,8,1,632,541,"1,255"
Berkshire,West Stockbridge,W. Stockbridge,-,1,1,659,178,881
Dukes,West Tisbury,W. Tisbury,-,1,9,"1,688",329,"2,136"
Worcester (pt.),Westborough,Westborough,-,1,2,852,399,"1,336"
Worcester (pt.),Westborough,Westborough,-,2,2,974,437,"1,500"
Worcester (pt.),Westborough,Westborough,-,3,2,"1,257",523,"1,933"
Worcester (pt.),Westborough,Westborough,-,4,2,"1,517",676,"2,332"
Worcester (pt.),Westborough,Westborough,-,5,2,"1,423",717,"2,298"
Hampden (pt.),Westfield,Westfield,1,A,1,786,961,"1,856"
Hampden (pt.),Westfield,Westfield,1,B,1,667,868,"1,632"
Hampden (pt.),Westfield,Westfield,2,A,1,531,343,965
Hampden (pt.),Westfield,Westfield,2,B,1,655,616,"1,393"
Hampden (pt.),Westfield,Westfield,3,A,1,512,351,965
Hampden (pt.),Westfield,Westfield,3,B,1,700,681,"1,523"
Hampden (pt.),Westfield,Westfield,4,A,1,595,442,"1,116"
Hampden (pt.),Westfield,Westfield,4,B,1,893,"1,022","2,049"
Hampden (pt.),Westfield,Westfield,5,A,1,830,"1,035","2,012"
Hampden (pt.),Westfield,Westfield,5,B,1,753,"1,076","1,960"
Hampden (pt.),Westfield,Westfield,6,A,1,670,942,"1,754"
Hampden (pt.),Westfield,Westfield,6,B,1,633,684,"1,392"
Middlesex (pt.),Westford,Westford,-,1,3,"1,497",792,"2,456"
Middlesex (pt.),Westford,Westford,-,2,3,"1,334",815,"2,337"
Middlesex (pt.),Westford,Westford,-,3,3,"1,266",854,"2,294"
Middlesex (pt.),Westford,Westford,-,4,3,"1,352",677,"2,188"
Middlesex (pt.),Westford,Westford,-,5,3,"1,242",813,"2,221"
Middlesex (pt.),Westford,Westford,-,6,3,"1,163",755,"2,048"
Hampshire (pt.),Westhampton,Westhampton,-,1,1,629,408,"1,110"
Worcester (pt.),Westminster,Westminster,-,1,3,964,"1,077","2,218"
Worcester (pt.),Westminster,Westminster,-,2,3,994,"1,088","2,249"
Middlesex (pt.),Weston,Weston,-,1,5,"1,210",377,"1,697"
Middlesex (pt.),Weston,Weston,-,2,5,"1,110",418,"1,631"
Middlesex (pt.),Weston,Weston,-,3,5,997,391,"1,484"
Middlesex (pt.),Weston,Weston,-,4,5,"1,051",462,"1,593"
Bristol (pt.),Westport,Westport,-,A,9,795,829,"1,681"
Bristol (pt.),Westport,Westport,-,B,9,"1,006",935,"2,027"
Bristol (pt.),Westport,Westport,-,C,9,735,799,"1,616"
Bristol (pt.),Westport,Westport,-,D,9,800,752,"1,627"
Bristol (pt.),Westport,Westport,-,E,9,"1,047",970,"2,121"
Norfolk (pt.),Westwood,Westwood,-,1,8,"1,410",789,"2,349"
Norfolk (pt.),Westwood,Westwood,-,2,8,"1,400",809,"2,349"
Norfolk (pt.),Westwood,Westwood,-,3,8,"1,381",731,"2,254"
Norfolk (pt.),Westwood,Westwood,-,4,8,"1,128",889,"2,138"
Norfolk (pt.),Weymouth,Weymouth,-,1,8,848,640,"1,567"
Norfolk (pt.),Weymouth,Weymouth,-,2,8,931,747,"1,765"
Norfolk (pt.),Weymouth,Weymouth,-,3,8,850,829,"1,788"
Norfolk (pt.),Weymouth,Weymouth,-,4,8,837,695,"1,625"
Norfolk (pt.),Weymouth,Weymouth,-,5,8,843,495,"1,425"
Norfolk (pt.),Weymouth,Weymouth,-,6,8,960,692,"1,740"
Norfolk (pt.),Weymouth,Weymouth,-,7,8,834,619,"1,535"
Norfolk (pt.),Weymouth,Weymouth,-,8,8,870,618,"1,580"
Norfolk (pt.),Weymouth,Weymouth,-,9,8,921,758,"1,768"
Norfolk (pt.),Weymouth,Weymouth,-,10,8,684,493,"1,229"
Norfolk (pt.),Weymouth,Weymouth,-,11,8,797,691,"1,580"
Norfolk (pt.),Weymouth,Weymouth,-,12,8,869,733,"1,684"
Norfolk (pt.),Weymouth,Weymouth,-,13,8,782,429,"1,259"
Norfolk (pt.),Weymouth,Weymouth,-,14,8,776,533,"1,352"
Norfolk (pt.),Weymouth,Weymouth,-,15,8,904,716,"1,722"
Norfolk (pt.),Weymouth,Weymouth,-,16,8,917,858,"1,874"
Norfolk (pt.),Weymouth,Weymouth,-,17,8,733,499,"1,325"
Norfolk (pt.),Weymouth,Weymouth,-,18,8,"1,042",938,"2,102"
Franklin (pt.),Whately,Whately,-,1,2,582,328,995
Plymouth (pt.),Whitman,Whitman,-,1,8,940,939,"2,036"
Plymouth (pt.),Whitman,Whitman,-,2,8,766,938,"1,822"
Plymouth (pt.),Whitman,Whitman,-,3,8,838,"1,052","2,029"
Plymouth (pt.),Whitman,Whitman,-,4,8,849,886,"1,876"
Hampden (pt.),Wilbraham,Wilbraham,-,A,1,982,999,"2,094"
Hampden (pt.),Wilbraham,Wilbraham,-,B,1,955,929,"2,009"
Hampden (pt.),Wilbraham,Wilbraham,-,C,1,863,"1,029","1,993"
Hampden (pt.),Wilbraham,Wilbraham,-,D,1,944,"1,053","2,131"
Hampshire (pt.),Williamsburg,Williamsburg,-,1,1,"1,207",347,"1,681"
Berkshire,Williamstown,Williamstown,-,1,1,"1,162",224,"1,436"
Berkshire,Williamstown,Williamstown,-,2,1,580,51,664
Berkshire,Williamstown,Williamstown,-,3,1,"1,174",203,"1,436"
Middlesex (pt.),Wilmington,Wilmington,-,1,6,"1,000",980,"2,100"
Middlesex (pt.),Wilmington,Wilmington,-,2,6,995,"1,010","2,107"
Middlesex (pt.),Wilmington,Wilmington,-,3,6,993,987,"2,096"
Middlesex (pt.),Wilmington,Wilmington,-,4,6,"1,073","1,093","2,309"
Middlesex (pt.),Wilmington,Wilmington,-,5,6,"1,078","1,048","2,247"
Middlesex (pt.),Wilmington,Wilmington,-,6,6,"1,066","1,049","2,250"
Worcester (pt.),Winchendon (pt.),Winchendon,-,1,2,398,602,"1,092"
Worcester (pt.),Winchendon (pt.),Winchendon,-,1A,3,166,156,348
Worcester (pt.),Winchendon (pt.),Winchendon,-,2,3,618,786,"1,544"
Worcester (pt.),Winchendon (pt.),Winchendon,-,3,3,607,768,"1,500"
Middlesex (pt.),Winchester,Winchester,-,1,5,"1,066",459,"1,598"
Middlesex (pt.),Winchester,Winchester,-,2,5,938,399,"1,422"
Middlesex (pt.),Winchester,Winchester,-,3,5,"1,245",341,"1,688"
Middlesex (pt.),Winchester,Winchester,-,4,5,"1,131",477,"1,705"
Middlesex (pt.),Winchester,Winchester,-,5,5,924,584,"1,593"
Middlesex (pt.),Winchester,Winchester,-,6,5,935,553,"1,581"
Middlesex (pt.),Winchester,Winchester,-,7,5,"1,069",484,"1,669"
Middlesex (pt.),Winchester,Winchester,-,8,5,754,404,"1,219"
Berkshire,Windsor,Windsor,-,1,1,313,159,519
Suffolk (pt.),Winthrop,Winthrop,-,1,5,860,754,"1,683"
Suffolk (pt.),Winthrop,Winthrop,-,2,5,803,665,"1,555"
Suffolk (pt.),Winthrop,Winthrop,-,3,5,924,610,"1,617"
Suffolk (pt.),Winthrop,Winthrop,-,4,5,806,524,"1,371"
Suffolk (pt.),Winthrop,Winthrop,-,5,5,884,706,"1,669"
Suffolk (pt.),Winthrop,Winthrop,-,6,5,917,593,"1,599"
Middlesex (pt.),Woburn,Woburn,1,1,5,762,429,"1,254"
Middlesex (pt.),Woburn,Woburn,1,2,5,819,591,"1,482"
Middlesex (pt.),Woburn,Woburn,2,1,5,790,546,"1,401"
Middlesex (pt.),Woburn,Woburn,2,2,5,703,353,"1,128"
Middlesex (pt.),Woburn,Woburn,3,1,5,682,585,"1,350"
Middlesex (pt.),Woburn,Woburn,3,2,5,864,765,"1,707"
Middlesex (pt.),Woburn,Woburn,4,1,5,837,768,"1,682"
Middlesex (pt.),Woburn,Woburn,4,2,5,791,512,"1,363"
Middlesex (pt.),Woburn,Woburn,5,1,5,979,535,"1,603"
Middlesex (pt.),Woburn,Woburn,5,2,5,814,707,"1,591"
Middlesex (pt.),Woburn,Woburn,6,1,5,565,313,934
Middlesex (pt.),Woburn,Woburn,6,2,5,728,674,"1,466"
Middlesex (pt.),Woburn,Woburn,7,1,5,844,846,"1,775"
Middlesex (pt.),Woburn,Woburn,7,2,5,737,718,"1,523"
Worcester (pt.),Worcester,Worcester,1,1,2,"1,300",688,"2,110"
Worcester (pt.),Worcester,Worcester,1,2,2,"1,260",735,"2,116"
Worcester (pt.),Worcester,Worcester,1,3,2,724,416,"1,209"
Worcester (pt.),Worcester,Worcester,1,4,2,"1,352",558,"2,028"
Worcester (pt.),Worcester,Worcester,1,5,2,"1,054",643,"1,810"
Worcester (pt.),Worcester,Worcester,2,1,2,"1,124",549,"1,787"
Worcester (pt.),Worcester,Worcester,2,2,2,"1,138",589,"1,862"
Worcester (pt.),Worcester,Worcester,2,3,2,"1,043",542,"1,695"
Worcester (pt.),Worcester,Worcester,2,4,2,"1,126",269,"1,461"
